ID,日本語名,英語名,タイプ,国,4軸,次数,接続先（上位5）,定義（100字）,追加接続先（手動入力）
SCS-0138,省級社会信用条例,Provincial Social Credit Regulations,policy,CN,ガバナンス,3,地域実装格差; 中国SCS2022年中央集権化; 省レベルCSCS実施のばらつき,各省が制定する社会信用に関する地方条例。安徽省は2015年にPCIに関する暫定規則を施行、北京市は2020年末までに省級社会信用条例のリリースを計画、上海市は2018年5月に一般PCI管理弁法を施行す,
SCS-0159,NCISP データアーキテクチャ,NCISP Data Architecture,data_system,CN,"データフロー, ガバナンス",3,データ集約層; 信用情報共有プラットフォーム; 全国信用情報共有プラットフォーム,National Credit Information Sharing Platform（全国信用情報共有プラットフォーム）のデータ構造。基本情報、信用履歴、公共記録、行政処罰記録等を統合。,
SCS-0185,栄成モデル都市,Rongcheng Model City,policy,CN,"インセンティブ設計, ガバナンス",3,包括的公共信用格付け; 栄成市信用実験; 浙江省公的信用評価,山東省栄成市で導入された包括的な市民信用スコアリングシステム。142政府部門が連携し、数百の正負評価要素からスコアを算出。高スコア者に金融・許認可で優先アクセスを提供。,
SCS-0197,部際連席会議,Inter-ministerial Conference,actor,CN,"ガバナンス, 官民関係",3,国家発展改革委員会; 社会信用体系建設部際連席会議; 社会信用体系建設部際連席会議制度,SCS政策調整のための省庁横断組織。2007年設立、2012年にメンバーシップ拡大。国家発展改革委員会が主導し、中央政府各部門の協調を図る。,
SCS-0214,芝麻信用商業パイロット,Sesame Credit Commercial Pilot,data_system,CN,"データフロー, 官民関係",3,SCS-0342; 芝麻信用スコア特典; 芝麻信用スコアのインセンティブ,Ant Financial Servicesが運営する非強制の商業信用スコアリングシステム。350-950点のスコアを付与。参加者には傘・自転車・車のデポジット免除等の特典。,
SCS-0242,2019年AI指針,2019 AI Guidance,policy,CN,"データフロー, ガバナンス",3,信用修復; AI強化早期警戒システム; 信用修復メカニズム,2019年国務院発表。ビッグデータ・AIによるリスク早期警告、信用修復メカニズム改善、データ収集・プライバシー保護強化を強調。,
SCS-0247,包括的公共信用格付け,Comprehensive Public Credit Rating,mechanism,CN,"データフロー, インセンティブ設計",3,信用格付け業界; SCS-0198; 栄成モデル都市,開発中の企業向け総合スコア。多数のソースからデータを統合し、コンプライアンス基準に基づき企業を評価・スコアリング。,
SCS-0289,レッドリスト・ブラックリスト相殺不可,Redlist-Blacklist Non-Offset,mechanism,CN,インセンティブ設計,3,レッドリスト; レッドリスト（優良企業リスト）; ブラックリスト,ブラックリスト登載企業はレッドリストから自動的に除去される。レッドリストでブラックリストを相殺することは不可能。,
SCS-0300,環境社会信用システム,Environmental Social Credit System,policy,CN,"インセンティブ設計, ガバナンス",3,社会信用システム; 企業環境行為信用評価制度; 環境信用監管体系,2013年試行措置から始まり、2015年指導意見で2020年実施を目指した環境分野のSCS。自主規制と法遵守を促進。,
SCS-0331,市場信用vs公共信用,Market Credit vs Public Credit,theory,CN,ガバナンス,3,公共信用; 公的信用情報vs市場信用情報; 市場信用,社会信用の2種類の混同が誤った批判の根源。市場信用は経済取引の安全確保、公共信用は公的決定における背景調査。,
SCS-0332,技術レベルvs規制レベル,Technical vs Regulatory Level,theory,CN,"データフロー, ガバナンス",3,ブラックリスト; 2層構造; 全国信用情報共有プラットフォーム,SCSの2層構造。技術レベル：信用情報入力から信用評価出力まで（データ収集、等級、ブラックリスト）。規制レベル：信用評価の法的含意。,
SCS-0347,裁判所-芝麻信用ブラックリスト連携,Court-Sesame Credit Blacklist Integration,mechanism,CN,"データフロー, インセンティブ設計, 官民関係",3,失信被執行人; 失信被執行人リスト; 芝麻信用,人民法院が債務不履行者（失信被執行人）のリストを芝麻信用に提供し、民間信用スコアに反映させる連携。債務者が判決を履行するまでスコアが低下。,
SCS-0354,統一社会信用コードによる索引,Uniform Social Credit Code Indexing,mechanism,CN,"データフロー, ガバナンス",3,統一社会信用コード; 統一社会信用番号; 社会信用データ技術標準,重大失信主体を統一社会信用コードで索引し、関連情報を迅速に公開。市場による失信行為の認識と警戒を促進。,
SCS-0364,データ監視,Dataveillance,theory,INTL,データフロー,3,国家監視インフラ; 官民ネクサス; グローバル監視傾向,Roger Clarke（1987）が提唱した概念。個人データシステムを用いた1人以上の行動・通信の組織的な調査・監視。,
SCS-0372,規制メカニズムとしてのSCS,SCS as Regulatory Mechanism,theory,CN,ガバナンス,3,SCS法制化進展; 内部統制メカニズム強化; 市場参入規制,SCSを規制の効率化・合理化、ビジネス環境改善の手段として捉える視点。市場参入規制（事前規制）から参入自由化+事中・事後規制強化への移行。,
SCS-0384,信頼構築ツールとしてのSCS,SCS as Trust-Building Tool,theory,INTL,ガバナンス,3,政務誠信; 守信奨励・失信懲戒; データフィケーション,中国指導者がSCSを見る視点。個人データ収集に対する市民の不安とは対照的に、データに基づく意思決定により政府への信頼を強化し、恣意性を排除するもの。,
SCS-0397,EU一般データ保護規則,General Data Protection Regulation (GDPR),policy,EU,"データフロー, ガバナンス",3,GDPR第22条（自動化された意思決定）; ドイツ情報自己決定権; EU忘れられる権利,2018年5月25日施行のEUデータプライバシー法。企業にデータ収集の同意取得、使用目的の説明、72時間以内のデータ侵害報告を義務付け。違反時は最大2000万ユーロまたは年間売上高4%の罰金。,
SCS-0399,ドイツ情報自己決定権,German Right of Informational Self-Determination,theory,EU,ガバナンス,3,ナチス国勢調査データ濫用; EU一般データ保護規則; シュタージ監視の遺産,1983年ドイツ連邦憲法裁判所が確立した基本権。個人データに対する自己決定権を認めた判決で、EUの現代データ保護規制の礎となった。国勢調査質問の過剰な介入性への懸念から生まれた。,
SCS-0412,浙江省公的信用評価,Zhejiang Province Public Credit Assessment,mechanism,CN,"データフロー, インセンティブ設計, ガバナンス",3,アルゴリズムガバナンス; 社会信用体系建設規画綱要（2014-2020年）; 栄成モデル都市,企業の公的信用評価結果を最初に公開した省の制度。5つの主要指標（基本データ、財務、税務、ガバナンス、コンプライアンス、社会的責任）で評価し、最高1000点中185点が社会的責任に配分。,
SCS-0425,公正情報実務フレームワーク,Fair Information Practices Framework,theory,US,"データフロー, ガバナンス",3,信用凍結権; 米国公正信用報告法; 公正信用報告法,FCRAが確立した個人情報の取扱い原則。データ品質（アクセス・修正権）、データセキュリティ、利用制限、データ破棄要件、通知、ユーザー参加（同意）、説明責任を含む。,
SCS-0432,人民銀行信用調査管理局,People's Bank Credit Investigation Management Bureau,actor,CN,"データフロー, ガバナンス",3,金融信用情報基礎データベース; 中国人民銀行; 全国信用情報共有プラットフォーム,2003年に設立された中国人民銀行の部局。全国レベルでの信用評価制度の本格的整備を担当。金融信用情報基礎データベースの構築・運営を統括。,
SCS-0458,信用格付け業界,Credit Rating Industry,actor,CN,"データフロー, 官民関係",3,包括的公共信用格付け; 納税信用等級評定制度; 信用模範選定制度,企業・個人・政府の信用を評価する専門機関の業界。国内格付け機関の育成と国際的影響力の強化を目指す。,
SCS-0461,社会信用体系建設部際連席会議制度,Inter-Ministerial Joint Conference on Social Credit System Construction,mechanism,CN,ガバナンス,3,社会信用システム; SCS-0267; 部際連席会議,国務院が設立した省庁横断の調整機構。社会信用体系建設の統括・推進・監督を担い、各地域・各部門の取り組みを指導。,
SCS-0464,中小零細企業信用体系建設プロジェクト,Small and Micro Enterprise Credit System Construction Project,policy,CN,"データフロー, 官民関係",3,信用基礎インフラ建設; 民営中小企業増信制度; 商務誠信建設,中小零細企業向けの信用記録・評価体系を構築するプロジェクト。融資支援と健全な発展のための信用環境整備を目指す。,
SCS-0469,納税信用等級評定制度,Tax Credit Rating System,mechanism,CN,"データフロー, インセンティブ設計",3,信用格付け業界; 税務信用建設; 信用分類管理,納税者の税法遵守度を評価・格付けする制度。信用評定差異に基づく奨懲作用を発揮し、税務分野の信用分類管理を推進。,
SCS-0482,CSCS5カテゴリ評価指標,CSCS Five-Category Scoring Index,mechanism,CN,"データフロー, インセンティブ設計",3,公共信用; 4領域評価; アルゴリズムガバナンス,企業公的信用スコアを構成する5カテゴリ。基本データ（8%）、財務・税務（19.5%）、ガバナンス（9%）、コンプライアンス（45%）、社会的責任（18.5%）。コンプライアンスが最大比重。,
SCS-0490,芝麻信用5要素,Sesame Credit Five Factors,mechanism,CN,データフロー,3,芝麻信用個人スコア; 芝麻信用; 芝麻信用スコアとFICOスコアの比較,芝麻信用スコアを構成する5つの評価要素。「身分の公開」「人との繋がり」「返済能力」「信用の歴史」「行動」から算出。計算式の詳細は非公開。,
SCS-0496,TA-Swiss社会信用研究プロジェクト,TA-Swiss Social Credit Research Project,actor,EU,ガバナンス,3,社会信用システム; ドイツ未来社会ポイント制シナリオ; 社会信用データ技術標準,スイス技術評価財団TA-Swissが実施する社会信用システム等の研究プロジェクト。ジョハン・ロシェル氏らが参加し、2026年に調査結果公表予定。何がソーシャル・スコアリングに該当するかの見極めを課題と,
SCS-0497,ドイツ未来社会ポイント制シナリオ,German Future Society Point System Scenario,theory,EU,"インセンティブ設計, ガバナンス",3,インセンティブシステムのためのリキッド・デモクラシー; TA-Swiss社会信用研究プロジェクト; 任意データ提供の強制化問題,ドイツ連邦教育研究省委託の未来研究プロジェクト（2020年）が提示した2030年代シナリオ。ポイント制導入社会では「データに基づいた公共サービスの最適化」で生活の質が向上する一方、「慢性的な落ちこぼれ,
SCS-0507,EU司法裁判所SCHUFAスコアリング判決（C-634/21）,CJEU SCHUFA Scoring Case (C-634/21),policy,EU,"データフロー, ガバナンス",3,GDPR第22条（自動化された意思決定）; 全国信用情報共有プラットフォーム; 自動化された意思決定における人間介入権,2023年12月7日判決。信用情報機関SCHUFAによる自動化されたスコアリング（将来の支払能力の確率値算出）がGDPR第22条の「自動化された個人に対する意思決定」に該当するかを判断。データ主体は人,
SCS-0515,失信企業認定基準,Discredited Enterprise Criteria,mechanism,CN,"インセンティブ設計, ガバナンス",3,失信被執行人リスト; 失信被執行人; 失信被執行人名簿,税関による失信企業認定の具体的基準。密輸犯罪、年間違反率0.1%超（通関業者は0.05%超）かつ累計罰金100万元（通関業者は30万元）以上、税金滞納、虚偽情報提供、全国失信被執行人名簿登載等。失信認,
SCS-0562,日本における信用スコアサービスの失敗,Japan Credit Score Service Failure,phenomenon,JP,"官民関係, ガバナンス",3,Yahoo!スコア日本での失敗; J.ScoreとLINE Credit; 個人信用スコアとその規範（大屋2023）,中国での普及を受けて日本で試みられた個人信用スコアサービス展開の失敗。Yahoo!スコア等が撤退。規範的原則への考慮不足、プライバシー懸念、社会的受容の低さが原因として指摘される。中国SCSの制度移転,
SCS-0564,Trusted Webホワイトペーパー,Trusted Web White Paper v1.0,policy,JP,"データフロー, ガバナンス",3,Trusted Web4機能; Trusted Web推進協議会; 検証可能なデータ管理,2021年3月公開。デジタル社会における信頼（Trust）の仕組みをつくり、多様な主体による価値創出を目指す。ユーザーがデータアクセスをコントロールし、検証可能（Verifiable）な形でデータ管理,
SCS-0566,検証可能なデータ管理,Verifiable Data Management,mechanism,JP,"データフロー, ガバナンス",3,Trusted Web; Trusted Webホワイトペーパー; アルゴリズムガバナンス,Trusted Webが提唱する仕組み。事実を確認せずに信頼する領域を縮小し、検証可能（Verifiable）な部分を拡大。双方の意思を反映した合意形成、履行状況検証、情報信頼性検証、マルチステークホ,
SCS-0580,J.ScoreとLINE Credit,J.Score and LINE Credit (Japan),data_system,JP,"データフロー, 官民関係",3,日本における信用スコアサービスの失敗; 全国信用情報共有プラットフォーム; 異業種連携スコアリングモデル開発,日本で信用スコアを用いた与信サービスを開始した事業者。J.Scoreは性格・好み・ライフスタイル等の質問回答を、LINE CreditはLINEアプリ利用パターン・交友関係・決済履歴等を活用。従来の信,
SCS-0584,CRIN（信用情報ネットワーク）,CRIN (Credit Information Network),mechanism,JP,データフロー,3,個人信用情報機関; 個人信用情報; 全国信用情報共有プラットフォーム,日本の3個人信用情報機関（KSC、JICC、CIC）間の情報交流ネットワーク。各機関に登録された情報の一部を相互利用可能にする仕組み。中国の統一システムとは異なり、分散型機関間の連携による情報共有モデ,
SCS-0591,データの標準化,Data Standardization (Japan),mechanism,JP,"データフロー, ガバナンス",3,統一社会信用コード; デジタル社会形成基本法; 社会信用データ技術標準,デジタル社会形成基本法第22条に規定される施策。多様な主体による情報の円滑な流通の確保のため、情報交換システムの整備、データの標準化、外部連携機能の整備を図る。中国SCSの統一社会信用コードとの比較対,
SCS-0597,予測アルゴリズムに基づく与信管理（堀内2019）,Prediction Algorithm Credit Management (Horiuchi 2019),theory,INTL,"データフロー, インセンティブ設計",3,アルゴリズムガバナンス; 信用判断の自動化; FinTechによる与信民主化,堀内進之介（首都大学東京）による2019年論文。ビッグデータ解析と予測アルゴリズムによる与信管理の自動化を分析。FinTechによる金融サービスアクセス拡大の便益と、人間活動・決定の萎縮リスクを検討。,
SCS-0611,標的型規制資源配分,Targeted Regulatory Resource Deployment,mechanism,CN,"データフロー, ガバナンス",3,国家監視インフラ; 分類規制; リスク監視プラットフォーム,CSCSにおいて信用スコアとリスク監視プラットフォームを活用し、限られた規制資源を効率的に高リスク主体に集中させるアプローチ。分類規制の一形態。,
SCS-0615,征信中心（人民銀行信用情報センター）,Zhengxin Center (PBOC Credit Reference Center),data_system,CN,"データフロー, ガバナンス",3,百行征信; 中国人民銀行; 全国信用情報共有プラットフォーム,人民銀行が設立した信用情報機関。2007年から業務運営を開始、個人向け信用情報提供は2013年から。銀行ローン借入履歴、クレジットカード履歴、住宅ローンなどの信用履歴情報に加え、身分情報、税金納付状況,
SCS-0642,中小企業コンプライアンス指導意見（中国2025年）,SME Compliance Guidelines (China 2025),policy,CN,"官民関係, ガバナンス",3,中小企業コンプライアンスの多部門協調; 10大コンプライアンス重点領域（中国中小企業）; 営商環境最適化としてのコンプライアンス,2025年3月に工業信息化部等15部門が発布した、中小企業の合規意識向上と合規管理強化を促進する指導意見。労働用工、財税、製品品質、安全生産、節能環保、知識産権、ネットワーク・データ安全、会社治理など,
SCS-0014,最大モデル,Maximum Model,theory,CN,"データフロー, インセンティブ設計",2,最小モデル; 全国信用情報共有プラットフォーム,信用主体のあらゆる側面をカバーする社会信用情報を収集し、包括的な単一スコアまたはグレードを出力するモデル（例：睢寧、栄成）,
SCS-0015,最小モデル,Minimum Model,theory,CN,"データフロー, インセンティブ設計",2,ブラックリスト; 最大モデル,特定分野の重大な信用失墜情報のみを収集し、ブラックリストという形で否定的評価を出力するモデル,
SCS-0018,政府誠信,Government Integrity,theory,CN,ガバナンス,2,SCS-0210; 政務誠信,公共行政の運営における誠実原則の適用。政策の安定性・一貫性、情報開示、正当な期待の保護を含む,
SCS-0023,人間の尊厳,Human Dignity,theory,CN,ガバナンス,2,アルゴリズムガバナンス; 地位再構築の課題,包括的な社会信用スコアが個人の人格評価となり、公的サービスや政治的権利へのアクセスに影響することで侵害される価値,
SCS-0030,データ収集フェーズ,Data Collection Phase,mechanism,CN,"データフロー, 官民関係",2,3フェーズモデル; パンスペクトリック監視,金融データ（税金、ローン）と非金融データ（旅行情報、SNSデータ）をマルチステークホルダーメカニズムを通じて収集するフェーズ,
SCS-0031,データ集約フェーズ,Data Aggregation Phase,mechanism,CN,"データフロー, ガバナンス",2,3フェーズモデル; 全国信用情報共有プラットフォーム,分離したデータプラットフォームを統合し、中央集権的なデータインフラに集約するフェーズ,
SCS-0037,全国企業信用情報公示システム,National Enterprise Credit Information Publicity System (NECIPS),data_system,CN,"データフロー, ガバナンス",2,SCS-0198; 全国信用情報共有プラットフォーム,国家工商行政管理総局が運営する企業信用情報公開システム。4.06億件のデータを保有,
SCS-0038,部際連席会議システム,Ministerial-Joint Meeting System,mechanism,CN,ガバナンス,2,SCS-0267; 省庁間連合会議,SCS構築を調整する省庁横断的な会議体制。2007年に18の中央政府部門で発足し、2017年までに47部門に拡大,
SCS-0039,プラットフォームのインフラ化,Infrastructurization of Platforms,theory,CN,"データフロー, 官民関係",2,国家監視インフラ; 全国信用情報共有プラットフォーム,分散した公私プラットフォームを中央集権的な国家監視インフラに統合する中国のアプローチ。西洋の「インフラのプラットフォーム化」と対照的,
SCS-0040,戸籍（フーコウ）,Hukou (Household Registration),mechanism,CN,"ガバナンス, データフロー",2,国家監視インフラ; 档案（ダンアン）,中国の伝統的な人口登録・移住管理制度。SCSの前身となる監視手法の一つ,
SCS-0042,パンスペクトリック監視,Panspectric Model,theory,CN,データフロー,2,国家監視インフラ; データ収集フェーズ,従来のパノプティコン（一方向監視）から、被監視者の生活全般に散らばるセンサーが能動的に情報を生成する監視モデルへの移行,
SCS-0045,予測的監視,Predictive Surveillance,theory,CN,"データフロー, インセンティブ設計",2,国家監視インフラ; アルゴリズムガバナンス,過去の行動への事後対応ではなく、将来の行動を予測して現在をコントロールする監視手法,
SCS-0047,キャッシュレス決済比率政策,Cashless Payment Ratio Policy,policy,JP,"ガバナンス, データフロー",2,スタートアップ5ヶ年計画; 民間主導型信用システム,日本政府が2025年までにキャッシュレス決済比率を4割程度にすることを目標とした政策。2023年時点で39.3%（126.7兆円）に到達。内訳はクレジットカード83.5%、コード決済8.6%、電子マネ,
SCS-0052,失信被執行人名簿,Court Blacklist (Shixin Zhixingren),mechanism,CN,"データフロー, インセンティブ設計, ガバナンス",2,ブラックリスト; 失信企業認定基準,2013年に最高人民法院が設立した債務不履行者のオンラインブラックリスト。2017年時点で673万人が登載。登載者は飛行機615万回、高速鉄道222万回の利用を拒否された。銀行融資・企業役員就任も制限,
SCS-0054,企業役員就任制限,Enterprise Executive Position Restriction,mechanism,CN,"インセンティブ設計, ガバナンス",2,失信被執行人; 失信被執行人リスト,失信被執行人に対し企業役員ポストへの就任を禁止する措置。2017年時点で7万1000人が対象。ICBCは69.7億元の融資を失信者に拒否。,
SCS-0057,統一全国社会信用体系,Unified National Social Credit System,policy,CN,"データフロー, ガバナンス",2,社会信用システム; SCS-0453,全ての主体を包含する統一的社会信用システムの構築を目指すガイドライン（23措置）。分断された規制ルールとデータサイロの課題を解決し、統一的国内市場と公正な競争環境を実現。,
SCS-0059,法院・プラットフォーム連携債務執行,Court-Platform Cooperation for Debt Collection,mechanism,CN,"データフロー, インセンティブ設計, 官民関係",2,失信被執行人; 失信被執行人リスト,最高人民法院が民間インターネット企業と協力し、失信被執行人の高級消費を制限するメカニズム。銀行・交通当局との協力に加え、Eコマースプラットフォームでの高額商品購入禁止を実現。生活必需品は購入可能とする,
SCS-0080,社会信用立法,Social Credit Legislation,policy,CN,ガバナンス,2,社会信用システム; SCS法制化進展,社会信用体系建設の法治化を推進するための立法。全人代常委会の立法規画に組み込まれ、27省で地方性法規が制定済み。「泛信用化」「過罰不相当」「連帯懲戒」等の問題解決のため上位法依拠が求められている。,
SCS-0089,リスク監視プラットフォーム,Risk Monitoring Platform,data_system,CN,"データフロー, ガバナンス",2,国家監視インフラ; 標的型規制資源配分,企業社会信用データを活用したリスク監視システム。規制リソースの効率的配分を支援。,
SCS-0090,省庁間連合会議,Joint Inter-ministerial Council,actor,CN,"ガバナンス, 官民関係",2,ブラックリストMOU; 部際連席会議システム,CSCSの構築を調整する複数省庁から成る協議体。44の国家機関が参加。,
SCS-0102,社会信用体系原理（2002年）,Principles of the Social Credit System (2002),policy,CN,ガバナンス,2,社会信用システム; 社会誠信建設,2002年に更新された社会信用システムの理論的基盤文書。「信用」を効率的ビジネス環境の重要要素として位置づけ。,
SCS-0106,レッドリストインセンティブ,Redlist Incentives,mechanism,CN,インセンティブ設計,2,レッドリスト; レッドリスト（優良企業リスト）,レッドリスト登載企業に対する優遇措置。行政承認の迅速化、融資アクセス優先、政府調達入札での優遇、検査頻度削減、輸出入枠の優遇など。,
SCS-0111,国家レベル業種別政策,National-level Sector-specific Policies,policy,CN,ガバナンス,2,断片的政策展開; 省レベルCSCS実施のばらつき,国務院・国家発改委の方向性に基づき各省庁が策定するCSCS政策。数百の国家レベル政策文書が存在。社会保険法違反企業への罰則、農業生産者の信用ファイル、環境影響評価との関係など。,
SCS-0117,国家市場監督管理総局,State Administration for Market Regulation (SAMR),actor,CN,ガバナンス,2,外商投資企業報告制度; ブラックリスト,食品安全、製品品質、一般事業運営に関するブラックリストを管理する主要規制機関。広範な規制権限を持つ。,
SCS-0127,CSCS完全実装の3要件,Three Features of Full CSCS Implementation,theory,CN,"インセンティブ設計, データフロー, ガバナンス",2,CSCS格付けシステム; コンプライアンスプログラムとしてのCSCS,「完全実装」されたCSCSの3つの特徴：(1) シームレスなデータ集約、(2) 標準化された法的・政策的基盤、(3) 明確に定義された罰則・報奨エコシステム。,
SCS-0128,地域実装格差,Regional Implementation Variance,phenomenon,CN,ガバナンス,2,省級社会信用条例; 社会信用法草案（2020年）,SCSの実装進捗が地域によって大きく異なる現象。上海は2014年から先行実施し2017年に地方条例を制定したが、江蘇省は2020年4月にようやく草案を発表するなど、省間で数年の差がある。2023年まで,
SCS-0148,反社データベース接続,Anti-Social Forces Database Connection,data_system,JP,"データフロー, 官民関係",2,ブラックリスト; 反社データベース,2018年1月から開始された、警察庁の暴力団情報データベースに銀行界がオンラインで照会できるシステム。預金保険機構を介して接続し、新規個人向け融資等の申込者をチェックする。中国のブラックリストシステム,
SCS-0151,特定回収困難債権買取制度,Specific Non-Performing Debt Purchase System,mechanism,JP,ガバナンス,2,暴力団排除条項; RCC特定回収困難債権買取制度,反社会的勢力との取引解消のため、預金保険機構を通じて特定の回収困難債権を買い取る制度。提携ローンで信販会社が代位弁済した債権も対象。RCC（整理回収機構）のサービサー機能も活用される。,
SCS-0155,データ収集層,Data Collection Layer,mechanism,CN,データフロー,2,実名登録; 実名登録制度,SCSの基盤層。政府機関、金融機関、企業、インターネットプラットフォームから個人・法人データを収集する。実名登録制度と連携し、多様なデータソースを統合。,
SCS-0156,データ集約層,Data Aggregation Layer,mechanism,CN,"データフロー, ガバナンス",2,NCISP データアーキテクチャ; 全国信用情報共有プラットフォーム,収集されたデータを統合信用コード（USCI）をキーとして連結・統合する層。部門間・地域間のデータサイロを解消し、全国規模の信用情報共有を実現。,
SCS-0158,実名登録制度,Real-Name Registration System,policy,CN,"データフロー, ガバナンス",2,データ収集層; ネット実名制,インターネットサービス利用時に実名での登録を義務付ける制度。SCSのデータ収集基盤として機能し、オンライン活動と実在の個人・法人を紐付ける。,
SCS-0166,失信懲戒,Trust-Breaking Constraints (Shixin Chengjie),mechanism,CN,インセンティブ設計,2,ブラックリスト; 守信奨励・失信懲戒,信用を破る主体に対する制裁メカニズム。行政監督強化、市場退出、資格取消、ブラックリスト登載、社会的批判等の罰則を適用。「信用を破れば寸歩難行」の原則を実現。,
SCS-0177,データ国家,Data State,theory,INTL,"データフロー, ガバナンス",2,COVID-19健康コードシステム; データフィケーション,国家がデータフィケーションを通じて統治能力を拡張する新たな国家形態。市民・企業のデータを収集・分析し、行動の予測・制御・最適化を行う。中国SCSはその典型例。,
SCS-0178,データフィケーション,Datafication,phenomenon,INTL,データフロー,2,データ国家; 信頼構築ツールとしてのSCS,社会生活の様々な側面をデータとして捕捉・記録・分析可能にするプロセス。SCSでは信用行動の定量化・可視化を実現。,
SCS-0180,罰則の比例性,Proportionality of Punishment,theory,INTL,"インセンティブ設計, ガバナンス",2,連合懲戒; 半自動化過剰制裁,違反行為と制裁の均衡に関する原則。SCSの連合懲戒は軽微な違反に対して過度に広範な制裁を課す可能性があり、比例性原則との緊張関係にある。,
SCS-0184,グローバル監視傾向,Global Surveillance Trend,phenomenon,INTL,ガバナンス,2,国家監視インフラ; データ監視,中国SCSに限らず、世界各国でデータ監視が拡大している傾向。COVID-19対応、テロ対策、国境管理等で生体データ・位置データの収集が常態化。,
SCS-0194,インセンティブによる行動誘導,Behavioral Nudge Through Incentives,mechanism,CN,インセンティブ設計,2,国家監視インフラ; CSCSの行動変容ポテンシャル,報酬と罰則を通じて個人・企業の行動を変化させるSCSの核心メカニズム。データに基づく監視・評価から行動変容へと繋げる設計。,
SCS-0212,商業vs政府スコアリングのプライバシー懸念,Privacy Concerns Over Commercial vs State Scoring,phenomenon,CN,"データフロー, 官民関係",2,商業vs政府信用スコアリング; 芝麻信用,SNS上では政府スコアリングより商業スコアリング（Sesame Credit等）に対するプライバシー批判が多い現象。検閲や自己検閲の可能性も。,
SCS-0216,統一社会信用番号,Unified Social Credit Numbers,data_system,CN,データフロー,2,統一社会信用コードによる索引; 全国信用情報共有プラットフォーム,法人に付与される全国統一の信用識別番号。eコマース等での信用情報連携に使用。,
SCS-0223,芝麻信用・貴州省情報共有,Sesame Credit - Guizhou Information Sharing,policy,CN,"データフロー, 官民関係",2,芝麻信用; 全国信用情報共有プラットフォーム,2017年に芝麻信用と貴州省発改委が締結した情報共有覚書。紅黒名単等の信用情報をリアルタイム共有。,
SCS-0228,一箇所で信用を失えば全箇所で制限,"If Trust is Broken in One Place, Restrictions are Imposed Everywhere",mechanism,CN,"インセンティブ設計, ガバナンス",2,失信被執行人; 失信被執行人リスト,2016年国務院弁公室の失信被執行人に対する警告・処罰メカニズム。一つの領域での信用失墜が全領域に影響する連鎖制裁原則。,
SCS-0235,銀行信用登録照会システム1997,Banking Credit Registration System 1997,data_system,CN,データフロー,2,中国人民銀行; 全国信用情報共有プラットフォーム,1997年に設立された人民銀行の初期データベース。商業銀行に金融信用情報を提供。SCSの前身。,
SCS-0263,頂層設計,Top-Level Design,theory,CN,ガバナンス,2,政治的リスク最小化; 石を摸りながら川を渡る,中央政府が青写真を策定し、地方官僚が「石を摸りながら川を渡る」プロセスで詳細規制を考案する政策実施モデル。,
SCS-0269,緑色通道,Green Channel,mechanism,CN,インセンティブ設計,2,行政許可グリーンチャネル; 信用承諾書,高誠信スコアの事業者がローン申請時に利用できる優先処理ルート。承認が迅速化され、「信用承諾書」だけで申請可能。,
SCS-0270,信用承諾書,Credit Promise Form,mechanism,CN,インセンティブ設計,2,緑色通道; 信用修復制度,高スコア事業者がローン申請時に使用する簡易フォーム。裏付け書類は申請後に提出可能。,
SCS-0275,社会量化インフラ,Social Quantification Infrastructure,theory,CN,"データフロー, ガバナンス",2,国家監視インフラ; コミュニティ管理グリッドシステム,政府と市民間のデータ関係の制度的・規制的・物質的・社会的層からなる集合体。市民をデータ化された形で監視・規制するために開発。,
SCS-0298,A級納税者リスト,Grade A Taxpayer List,mechanism,CN,インセンティブ設計,2,レッドリスト; レッドリスト（優良企業リスト）,国家税務総局のレッドリスト。迅速・低コストの税務申告だけでなく、関税免除や低金利ローンも対象。,
SCS-0305,越境法的影響,Transnational Legal Impact,theory,CN,ガバナンス,2,外部企業行動への影響; 外国企業のCSCS適用,CSCSは中国国内だけでなく、グローバル資本主義と相互依存ハブを通じて国際的な企業規制に影響を与える可能性。国家利益に奉仕するツール。,
SCS-0314,信用情報サイロ解消,Credit Information Silo Elimination,mechanism,CN,データフロー,2,信用情報共有プラットフォーム; 全国信用情報共有プラットフォーム,各省庁がプラットフォームで情報を共有・交換し、信用情報サイロを解消。監督をより知的・効率的に。,
SCS-0318,信用報告書照会3方法,Three Credit Report Inquiry Methods,mechanism,CN,データフロー,2,中国人民銀行; 全国信用情報共有プラットフォーム,照会方法：(1)人民銀行支店の窓口・自動機、(2)信用情報センター公式サイト、(3)商業銀行のネットバンキング・アプリ・ATM。年2回無料。,
SCS-0319,信用情報センターの役割,Credit Reference Center Role,actor,CN,"データフロー, ガバナンス",2,中国人民銀行; 全国信用情報共有プラットフォーム,人民銀行信用情報センターは記録を保管するのみで、個人信用の評価は行わない。信用記録には不誠実者判決や不誠実行為の詳細を含む。,
SCS-0334,ターンキー全体主義批判,Turnkey Totalitarianism Critique,phenomenon,CN,ガバナンス,2,アルゴリズムガバナンス; デジタル・レーニン主義（ハイルマン）,技術中心主義・ビッグデータ駆動アルゴリズム統治への懸念。Black Mirrorの「Nosedive」に例えられるが、現実のSCSはそこまで進んでいない。,
